listing_id,title,seller,status,position,image_reference,source_asset,source_panel,source_type,usage_basis_or_license,source_url,date_generated,prompt_set
8a4e1467-a849-4980-a680-71507f9491cc,"Oversized Forest Green Hoodie",lahorelayers,ACTIVE,0,listings/5b893036-d37a-42d4-80b0-23065d401259/8a4e1467-a849-4980-a680-71507f9491cc/dc24fc38-4264-463e-924e-aaf62266561e.webp,apps/api/demo-assets/source/lahorelayers.png,1,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
8a4e1467-a849-4980-a680-71507f9491cc,"Oversized Forest Green Hoodie",lahorelayers,ACTIVE,1,listings/5b893036-d37a-42d4-80b0-23065d401259/8a4e1467-a849-4980-a680-71507f9491cc/da56d0f2-d85d-4940-bc08-65cd340b578e.webp,apps/api/demo-assets/source/lahorelayers.png,1,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
8a4e1467-a849-4980-a680-71507f9491cc,"Oversized Forest Green Hoodie",lahorelayers,ACTIVE,2,listings/5b893036-d37a-42d4-80b0-23065d401259/8a4e1467-a849-4980-a680-71507f9491cc/f2ac2bdd-9520-4019-9087-940468cf7103.webp,apps/api/demo-assets/source/lahorelayers.png,1,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
457d5b87-3e76-489c-a0a8-a683db167d53,"Black Utility Cargo Trousers",lahorelayers,ACTIVE,0,listings/5b893036-d37a-42d4-80b0-23065d401259/457d5b87-3e76-489c-a0a8-a683db167d53/c13f6e21-319a-440b-b541-113e533f06fa.webp,apps/api/demo-assets/source/lahorelayers.png,2,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
457d5b87-3e76-489c-a0a8-a683db167d53,"Black Utility Cargo Trousers",lahorelayers,ACTIVE,1,listings/5b893036-d37a-42d4-80b0-23065d401259/457d5b87-3e76-489c-a0a8-a683db167d53/b314b329-d0e2-443c-bf41-b2d0306aedec.webp,apps/api/demo-assets/source/lahorelayers.png,2,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
457d5b87-3e76-489c-a0a8-a683db167d53,"Black Utility Cargo Trousers",lahorelayers,ACTIVE,2,listings/5b893036-d37a-42d4-80b0-23065d401259/457d5b87-3e76-489c-a0a8-a683db167d53/34ae78cf-21a8-42f4-8724-bc6c5a3be26f.webp,apps/api/demo-assets/source/lahorelayers.png,2,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
a668d0cc-0c31-4f29-ad13-c98928bb256e,"Graphite Windbreaker Jacket",lahorelayers,ACTIVE,0,listings/5b893036-d37a-42d4-80b0-23065d401259/a668d0cc-0c31-4f29-ad13-c98928bb256e/ca75882f-b1ca-4b56-88a7-1915d4b9b10e.webp,apps/api/demo-assets/source/lahorelayers.png,3,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
a668d0cc-0c31-4f29-ad13-c98928bb256e,"Graphite Windbreaker Jacket",lahorelayers,ACTIVE,1,listings/5b893036-d37a-42d4-80b0-23065d401259/a668d0cc-0c31-4f29-ad13-c98928bb256e/4d9698ef-34ae-459d-8a37-3046e0e8a517.webp,apps/api/demo-assets/source/lahorelayers.png,3,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
a668d0cc-0c31-4f29-ad13-c98928bb256e,"Graphite Windbreaker Jacket",lahorelayers,ACTIVE,2,listings/5b893036-d37a-42d4-80b0-23065d401259/a668d0cc-0c31-4f29-ad13-c98928bb256e/effd1b01-c544-4d97-a57a-7dadae60a9d2.webp,apps/api/demo-assets/source/lahorelayers.png,3,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
f88e791c-c770-4522-9de2-f5bad8b51349,"Washed Graphic-Free Tee",lahorelayers,ACTIVE,0,listings/5b893036-d37a-42d4-80b0-23065d401259/f88e791c-c770-4522-9de2-f5bad8b51349/57ca1d69-384c-4d24-9ac3-472002e5b26e.webp,apps/api/demo-assets/source/lahorelayers.png,4,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
f88e791c-c770-4522-9de2-f5bad8b51349,"Washed Graphic-Free Tee",lahorelayers,ACTIVE,1,listings/5b893036-d37a-42d4-80b0-23065d401259/f88e791c-c770-4522-9de2-f5bad8b51349/15727cfa-cd1f-4d22-a5e2-f57096fb6038.webp,apps/api/demo-assets/source/lahorelayers.png,4,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
f88e791c-c770-4522-9de2-f5bad8b51349,"Washed Graphic-Free Tee",lahorelayers,ACTIVE,2,listings/5b893036-d37a-42d4-80b0-23065d401259/f88e791c-c770-4522-9de2-f5bad8b51349/ecb40959-e987-4b2d-9097-9bbe218d9720.webp,apps/api/demo-assets/source/lahorelayers.png,4,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
d7d7c24e-ebe0-49c3-9420-13675c1366e0,"Black High-Top Sneakers",lahorelayers,ACTIVE,0,listings/5b893036-d37a-42d4-80b0-23065d401259/d7d7c24e-ebe0-49c3-9420-13675c1366e0/145ee4cd-bca2-4947-b6f9-25ede064fdff.webp,apps/api/demo-assets/source/lahorelayers.png,5,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
d7d7c24e-ebe0-49c3-9420-13675c1366e0,"Black High-Top Sneakers",lahorelayers,ACTIVE,1,listings/5b893036-d37a-42d4-80b0-23065d401259/d7d7c24e-ebe0-49c3-9420-13675c1366e0/c64f3aad-972c-474e-a4a2-2b6ca1c1cda5.webp,apps/api/demo-assets/source/lahorelayers.png,5,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
d7d7c24e-ebe0-49c3-9420-13675c1366e0,"Black High-Top Sneakers",lahorelayers,ACTIVE,2,listings/5b893036-d37a-42d4-80b0-23065d401259/d7d7c24e-ebe0-49c3-9420-13675c1366e0/f897b684-13d6-4e0c-a973-0075d2a222b5.webp,apps/api/demo-assets/source/lahorelayers.png,5,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
b7df2eee-a847-44d5-a0d4-c3ff27d60dff,"Navy Tailored Trousers",sundaywardrobe,ACTIVE,0,listings/0b517d20-de76-4beb-b477-efd2d5c45293/b7df2eee-a847-44d5-a0d4-c3ff27d60dff/e8b2cc12-b56a-481c-9d39-af1246a4c669.webp,apps/api/demo-assets/source/sundaywardrobe.png,1,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
b7df2eee-a847-44d5-a0d4-c3ff27d60dff,"Navy Tailored Trousers",sundaywardrobe,ACTIVE,1,listings/0b517d20-de76-4beb-b477-efd2d5c45293/b7df2eee-a847-44d5-a0d4-c3ff27d60dff/1e31a267-3142-41c6-9c72-77b9f7212443.webp,apps/api/demo-assets/source/sundaywardrobe.png,1,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
b7df2eee-a847-44d5-a0d4-c3ff27d60dff,"Navy Tailored Trousers",sundaywardrobe,ACTIVE,2,listings/0b517d20-de76-4beb-b477-efd2d5c45293/b7df2eee-a847-44d5-a0d4-c3ff27d60dff/327f771c-986b-4f76-a16c-eec8440989a6.webp,apps/api/demo-assets/source/sundaywardrobe.png,1,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
4d5f55f9-82d7-45fa-9c7a-fb6ad4b6e151,"Ivory Oxford Shirt",sundaywardrobe,ACTIVE,0,listings/0b517d20-de76-4beb-b477-efd2d5c45293/4d5f55f9-82d7-45fa-9c7a-fb6ad4b6e151/8f54bb43-7020-46f7-9ee6-e70b757e7147.webp,apps/api/demo-assets/source/sundaywardrobe.png,2,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
4d5f55f9-82d7-45fa-9c7a-fb6ad4b6e151,"Ivory Oxford Shirt",sundaywardrobe,ACTIVE,1,listings/0b517d20-de76-4beb-b477-efd2d5c45293/4d5f55f9-82d7-45fa-9c7a-fb6ad4b6e151/b3187347-13cc-4f12-9b77-1da0d2c156cc.webp,apps/api/demo-assets/source/sundaywardrobe.png,2,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
4d5f55f9-82d7-45fa-9c7a-fb6ad4b6e151,"Ivory Oxford Shirt",sundaywardrobe,ACTIVE,2,listings/0b517d20-de76-4beb-b477-efd2d5c45293/4d5f55f9-82d7-45fa-9c7a-fb6ad4b6e151/bcd03cea-8a3d-48d7-bb13-b0d42f96a6f4.webp,apps/api/demo-assets/source/sundaywardrobe.png,2,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
b60804e7-3b5e-47cf-bd5b-953d229bb2f5,"Camel Knit Polo",sundaywardrobe,ACTIVE,0,listings/0b517d20-de76-4beb-b477-efd2d5c45293/b60804e7-3b5e-47cf-bd5b-953d229bb2f5/c45b45fd-32f8-43cd-873c-fce21066814b.webp,apps/api/demo-assets/source/sundaywardrobe.png,3,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
b60804e7-3b5e-47cf-bd5b-953d229bb2f5,"Camel Knit Polo",sundaywardrobe,ACTIVE,1,listings/0b517d20-de76-4beb-b477-efd2d5c45293/b60804e7-3b5e-47cf-bd5b-953d229bb2f5/4465855e-fc51-49af-b57d-5a0a37084fff.webp,apps/api/demo-assets/source/sundaywardrobe.png,3,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
b60804e7-3b5e-47cf-bd5b-953d229bb2f5,"Camel Knit Polo",sundaywardrobe,ACTIVE,2,listings/0b517d20-de76-4beb-b477-efd2d5c45293/b60804e7-3b5e-47cf-bd5b-953d229bb2f5/df75689a-eea6-489e-8455-260a6e7be7f0.webp,apps/api/demo-assets/source/sundaywardrobe.png,3,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
63b5efd1-85b7-4764-a27b-cf9e9933ad0c,"Brown Penny Loafers",sundaywardrobe,ACTIVE,0,listings/0b517d20-de76-4beb-b477-efd2d5c45293/63b5efd1-85b7-4764-a27b-cf9e9933ad0c/6979d403-9dc8-4945-8f5a-6d531f66b1ae.webp,apps/api/demo-assets/source/sundaywardrobe.png,4,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
63b5efd1-85b7-4764-a27b-cf9e9933ad0c,"Brown Penny Loafers",sundaywardrobe,ACTIVE,1,listings/0b517d20-de76-4beb-b477-efd2d5c45293/63b5efd1-85b7-4764-a27b-cf9e9933ad0c/b754e20a-95a1-4fb3-94ee-524804e09db1.webp,apps/api/demo-assets/source/sundaywardrobe.png,4,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
63b5efd1-85b7-4764-a27b-cf9e9933ad0c,"Brown Penny Loafers",sundaywardrobe,ACTIVE,2,listings/0b517d20-de76-4beb-b477-efd2d5c45293/63b5efd1-85b7-4764-a27b-cf9e9933ad0c/c72f6559-3a67-45e1-86e5-696c86071bd9.webp,apps/api/demo-assets/source/sundaywardrobe.png,4,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
97b4c59d-0eff-45c1-bd87-2eaff7fac831,"Structured Beige Blazer",sundaywardrobe,ACTIVE,0,listings/0b517d20-de76-4beb-b477-efd2d5c45293/97b4c59d-0eff-45c1-bd87-2eaff7fac831/86e3d2f2-3624-4b33-868f-ac24163084f8.webp,apps/api/demo-assets/source/sundaywardrobe.png,5,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
97b4c59d-0eff-45c1-bd87-2eaff7fac831,"Structured Beige Blazer",sundaywardrobe,ACTIVE,1,listings/0b517d20-de76-4beb-b477-efd2d5c45293/97b4c59d-0eff-45c1-bd87-2eaff7fac831/7e669eb7-7390-48fc-b8d3-54c9d1935433.webp,apps/api/demo-assets/source/sundaywardrobe.png,5,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
97b4c59d-0eff-45c1-bd87-2eaff7fac831,"Structured Beige Blazer",sundaywardrobe,ACTIVE,2,listings/0b517d20-de76-4beb-b477-efd2d5c45293/97b4c59d-0eff-45c1-bd87-2eaff7fac831/8a5c18c1-9be6-4b64-871c-405b63a3cd85.webp,apps/api/demo-assets/source/sundaywardrobe.png,5,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
c8c3c6c5-68a8-4d90-9809-1408ac710423,"Vintage Washed Denim Jacket",secondspinpk,ACTIVE,0,listings/a0c64afa-3871-4626-b030-c679f276bf4f/c8c3c6c5-68a8-4d90-9809-1408ac710423/a2fa5e22-5e7c-4993-8aec-c121af3a15ce.webp,apps/api/demo-assets/source/secondspinpk.png,1,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
c8c3c6c5-68a8-4d90-9809-1408ac710423,"Vintage Washed Denim Jacket",secondspinpk,ACTIVE,1,listings/a0c64afa-3871-4626-b030-c679f276bf4f/c8c3c6c5-68a8-4d90-9809-1408ac710423/946a7d84-9b51-4d67-8039-63249706910b.webp,apps/api/demo-assets/source/secondspinpk.png,1,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
c8c3c6c5-68a8-4d90-9809-1408ac710423,"Vintage Washed Denim Jacket",secondspinpk,ACTIVE,2,listings/a0c64afa-3871-4626-b030-c679f276bf4f/c8c3c6c5-68a8-4d90-9809-1408ac710423/d52b8300-409f-4260-83a4-ba4d89e4ce09.webp,apps/api/demo-assets/source/secondspinpk.png,1,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
9530a934-1f5d-4f29-9f0e-c6c44db546b9,"Retro Brown Leather Jacket",secondspinpk,ACTIVE,0,listings/a0c64afa-3871-4626-b030-c679f276bf4f/9530a934-1f5d-4f29-9f0e-c6c44db546b9/b231e8e6-47b6-40f5-a19d-d94515eb7b0b.webp,apps/api/demo-assets/source/secondspinpk.png,2,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
9530a934-1f5d-4f29-9f0e-c6c44db546b9,"Retro Brown Leather Jacket",secondspinpk,ACTIVE,1,listings/a0c64afa-3871-4626-b030-c679f276bf4f/9530a934-1f5d-4f29-9f0e-c6c44db546b9/902e7c39-04ec-4164-a109-dd20b678e384.webp,apps/api/demo-assets/source/secondspinpk.png,2,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
9530a934-1f5d-4f29-9f0e-c6c44db546b9,"Retro Brown Leather Jacket",secondspinpk,ACTIVE,2,listings/a0c64afa-3871-4626-b030-c679f276bf4f/9530a934-1f5d-4f29-9f0e-c6c44db546b9/ebbcbae2-1992-482f-a0a7-da27297f01ea.webp,apps/api/demo-assets/source/secondspinpk.png,2,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
f312b59c-f554-41df-86bb-b51829613bac,"Faded Straight-Leg Jeans",secondspinpk,ACTIVE,0,listings/a0c64afa-3871-4626-b030-c679f276bf4f/f312b59c-f554-41df-86bb-b51829613bac/cfc43464-5171-4abb-9af1-c711dc870ab0.webp,apps/api/demo-assets/source/secondspinpk.png,3,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
f312b59c-f554-41df-86bb-b51829613bac,"Faded Straight-Leg Jeans",secondspinpk,ACTIVE,1,listings/a0c64afa-3871-4626-b030-c679f276bf4f/f312b59c-f554-41df-86bb-b51829613bac/085e03f8-d81a-4810-b371-931676d4558f.webp,apps/api/demo-assets/source/secondspinpk.png,3,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
f312b59c-f554-41df-86bb-b51829613bac,"Faded Straight-Leg Jeans",secondspinpk,ACTIVE,2,listings/a0c64afa-3871-4626-b030-c679f276bf4f/f312b59c-f554-41df-86bb-b51829613bac/25751fc4-b467-4c70-a0ee-f75d29b44c09.webp,apps/api/demo-assets/source/secondspinpk.png,3,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
2d1b7a97-b657-4d43-9a9e-876d9ada26ca,"Burgundy Corduroy Shirt",secondspinpk,ACTIVE,0,listings/a0c64afa-3871-4626-b030-c679f276bf4f/2d1b7a97-b657-4d43-9a9e-876d9ada26ca/a604a3ac-5fa2-4f4f-95e2-d13d7a09ef9e.webp,apps/api/demo-assets/source/secondspinpk.png,4,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
2d1b7a97-b657-4d43-9a9e-876d9ada26ca,"Burgundy Corduroy Shirt",secondspinpk,ACTIVE,1,listings/a0c64afa-3871-4626-b030-c679f276bf4f/2d1b7a97-b657-4d43-9a9e-876d9ada26ca/b4c860e4-16fd-4931-8051-ce25d379dfd3.webp,apps/api/demo-assets/source/secondspinpk.png,4,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
2d1b7a97-b657-4d43-9a9e-876d9ada26ca,"Burgundy Corduroy Shirt",secondspinpk,ACTIVE,2,listings/a0c64afa-3871-4626-b030-c679f276bf4f/2d1b7a97-b657-4d43-9a9e-876d9ada26ca/b813c50a-be23-4406-acc1-6ed91a2f4101.webp,apps/api/demo-assets/source/secondspinpk.png,4,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
e33d2e3c-b062-4319-b82e-e3db71920a82,"90s Floral Midi Dress",secondspinpk,ACTIVE,0,listings/a0c64afa-3871-4626-b030-c679f276bf4f/e33d2e3c-b062-4319-b82e-e3db71920a82/1349b825-6fe6-4318-bc39-0860d8b4dbf8.webp,apps/api/demo-assets/source/secondspinpk.png,5,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
e33d2e3c-b062-4319-b82e-e3db71920a82,"90s Floral Midi Dress",secondspinpk,ACTIVE,1,listings/a0c64afa-3871-4626-b030-c679f276bf4f/e33d2e3c-b062-4319-b82e-e3db71920a82/89a59920-6272-4c2a-8467-b2840d99f4f2.webp,apps/api/demo-assets/source/secondspinpk.png,5,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
e33d2e3c-b062-4319-b82e-e3db71920a82,"90s Floral Midi Dress",secondspinpk,ACTIVE,2,listings/a0c64afa-3871-4626-b030-c679f276bf4f/e33d2e3c-b062-4319-b82e-e3db71920a82/de056053-4292-404b-9eef-a554eacc7a12.webp,apps/api/demo-assets/source/secondspinpk.png,5,SYNTHETIC,Original synthetic image generated with OpenAI image generation; staging demo use,,2026-08-24,thriftage-demo-product-contact-sheets-v1
